Date,Buy,Sell,Stocks Bought,Sell Price,Return%
2019-12-13,711.25,nan,139.0,nan,nan
2020-01-15,nan,767.700012,nan,105643.19865132001,5.643198651320009
2020-03-16,582.849976,nan,179.0,nan,nan
2020-06-09,nan,717.75,nan,127192.4775,27.192477499999995
